studyid,lead_author,year,harmonized_disease_name,study_disease_name,notes
64,Tazzeo,2021,NA,"﻿neurotic, stress-related and somatoform diseases","ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 35 diseases with prevalence >= 2%"
64,Tazzeo,2021,NA,obesity,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 35 diseases with prevalence >= 2%"
64,Tazzeo,2021,NA,﻿other cardiovascular diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 35 diseases with prevalence >= 2%"
64,Tazzeo,2021,NA,other eye diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 35 diseases with prevalence >= 2%"
64,Tazzeo,2021,NA,﻿other genitourinary diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 35 diseases with prevalence >= 2%"
64,Tazzeo,2021,NA,﻿other musculoskeletal and joint diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 35 diseases with prevalence >= 2%"
64,Tazzeo,2021,NA,﻿other neurological diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 35 diseases with prevalence >= 2%"
64,Tazzeo,2021,NA,prostate diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 35 diseases with prevalence >= 2%"
64,Tazzeo,2021,NA,﻿sleep disorders,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 35 diseases with prevalence >= 2%"
64,Tazzeo,2021,NA,thyroid diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 35 diseases with prevalence >= 2%"
65,Vertrano,2022,asthma,NA,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,cancer,cancer,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,chronic kidney disease,NA,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,COPD,"COPD, Emphysema, Chronic Bronchitis","ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,dementia incl. alzheimers,Dementia,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,diabetes mellitus,Diabetes,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,epilepsy,NA,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,gout,NA,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,heart failure,heart failure,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,HIV/AIDS,NA,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,hypertension,Hypertension,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,ischemic heart disease,Ischemic heart disease,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,mood and anxiety disorders,Depression and mood diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,multiple sclerosis,NA,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,osteoarthritis,Osteoarthritis and other degenerative joint disease,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,osteoporosis,NA,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,parkinsons,Parkinson and parkinsonism,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,rheumatoid arthritis,NA,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,schizophrenia,﻿schizophrenia and delusional diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,stroke,cerebrovascular disease,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,NA,Arrythmia,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,NA,Atrial fibrillation,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,NA,hearing impairment - deafness,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,NA,hip fracture,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,NA,"﻿neurotic, stress-related and somatoform diseases","ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,NA,﻿other musculoskeletal and joint diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,NA,﻿other neurological diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,NA,skin ulcer,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,NA,thyroid diseases,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
65,Vertrano,2022,NA,visual impairment- blindness,"ICD-10 codes grouped into 60 categories, according to ﻿Calderón-Larrañaga, 2016. Restricted to 22 diseases with >=2% prevalence"
66,Violan,2018,asthma,NA,"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,cancer,Malignant neoplasm of breast (C50-C50),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,chronic kidney disease,NA,"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,COPD,NA,"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,dementia incl. alzheimers,NA,"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,diabetes mellitus,Diabetes mellitus (E10-E14),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,epilepsy,NA,"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,gout,NA,"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,heart failure,NA,"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,HIV/AIDS,NA,"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,hypertension,Hypertensive diseases (I10-I15),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,ischemic heart disease,Ischaemic heart diseases (I20-I25),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,mood and anxiety disorders,Mood [affective] disorders (F30-F39),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,multiple sclerosis,NA,"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,osteoarthritis,Arthrosis (M15-M19),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,osteoporosis,NA,"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,parkinsons,NA,"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,rheumatoid arthritis,NA,"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,schizophrenia,"Schizophrenia, schizotypal and delusional disorders (F20-F29)","ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,stroke,Cerebrovascular diseases (I60-I69),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Acute upper respiratory infections (J00-J06),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Aplastic and other anaemias (D60-D64),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Benign neoplasms (D10-D36),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Chronic lower respiratory diseases (J40-J47),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Deforming dorsopathies (M40-M43),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Dermatitis and eczema (L20-L30),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,"Diseases of arteries, arterioles and capillaries (I70-I79)","ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Diseases of external ear (H60-H62),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Diseases of inner ear (H80-H83),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Diseases of liver (K70-K77),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Diseases of male genital organs (N40-N51),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Diseases of middle ear and mastoid (H65-H75),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,"Diseases of oesophagus, stomach and duodenum (K20-K31)","ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,"Diseases of oral cavity, salivary glands and jaws (K00-K14)","ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)","ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Disorders of bone density and structure (M80-M85),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Disorders of breast (N60-N64),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Disorders of choroid and retina (H30-H36),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Disorders of conjunctiva (H10-H13),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,"Disorders of eyelid, lacrimal system and orbit (H00-H06)","ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,"Disorders of gallbladder, biliary tract and pancreas (K80-K87)","ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Disorders of lens (H25-H28),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Disorders of muscles (M60-M63),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,"Disorders of ocular muscles, binocular movement, accommodation and refraction (H49-H52)","ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Disorders of other endocrine glands (E20-E35),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Disorders of skin appendages (L60-L75),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Disorders of synovium and tendon (M65-M68),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Disorders of thyroid gland (E00-E07),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use (Y40-Y59)","ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Episodic and paroxysmal disorders (G40-G47),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Exposure to animate mechanical forces (W50-W64),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Glaucoma (H40-H42),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Hernia (K40-K46),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Infections of the skin and subcutaneous tissue (L00-L08),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Inflammatory diseases of female pelvic organs (N70-N77),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Inflammatory polyarthropathies (M05-M14),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Influenza and pneumonia (J09-J18),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Injuries to the ankle and foot (S90-S99),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Injuries to the head (S00-S09),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Injuries to the knee and lower leg (S80-S89),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Injuries to the wrist and hand (S60-S69),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,"Injuries to unspecified part of trunk, limb or body region (T08-T14)","ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Intestinal infectious diseases (A00-A09),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Mental and behavioural disorders due to psychoactive substance use (F10-F19),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Metabolic disorders (E70-E90),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Mycoses (B35-B49),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,"Nerve, nerve root and plexus disorders (G50-G59)","ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,"Neurotic, stress-related and somatoform disorders (F40-F48)","ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Noninfective enteritis and colitis (K50-K52),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Noninflammatory disorders of female genital tract (N80-N98),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Nutritional anaemias (D50-D53),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Obesity and other hyperalimentation (E65-E68),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Other acute lower respiratory infections (J20-J22),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Other congenital malformations of the digestive system (Q38-Q45),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Other diseases of blood and blood-forming organs (D70-D77),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Other diseases of intestines (K55-K63),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Other diseases of upper respiratory tract (J30-J39),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Other diseases of urinary system (N30-N39),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Other disorders of ear (H90-H95),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Other disorders of eye and adnexa (H55-H59),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Other disorders of the skin and subcutaneous tissue (L80-L99),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Other dorsopathies (M50-M54),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Other forms of heart disease (I30-I52),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Other joint disorders (M20-M25),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Other soft tissue disorders (M70-M79),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Other viral diseases (B25-B34),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Papulosquamous disorders (L40-L45),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Renal failure (N17-N19),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Spondylopathies (M45-M49),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Urolithiasis (N20-N23),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Urticaria and erythema (L50-L54),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Viral hepatitis (B15-B19),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Viral infections characterized by skin and mucous membrane lesions (B00-B09),"ICD-10 block disease categories, with >1% prevalence in study sample"
66,Violan,2018,NA,Visual disturbances and blindness (H53-H54),"ICD-10 block disease categories, with >1% prevalence in study sample"
69,Soley-Bori,2024,asthma,asthma,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,cancer,cancer,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,chronic kidney disease,chronic kidney disease (CKD),SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,COPD,chronic obstructive pulmonary disease,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,dementia incl. alzheimers,dementia,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,diabetes mellitus,diabetes mellitus,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,epilepsy,epilepsy,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,gout,NA,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,heart failure,heart failure,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,HIV/AIDS,HIV infection,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,hypertension,hypertension,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,ischemic heart disease,coronary heart disease,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,mood and anxiety disorders,anxiety; depression,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,multiple sclerosis,multiple sclerosis,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,osteoarthritis,osteoarthritis,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,osteoporosis,osteoporosis,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,parkinsons,Parkinson’s disease,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,rheumatoid arthritis,rheumatoid arthritis,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,schizophrenia,NA,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,stroke,stroke or transient ischemic attack,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,NA,anxiety,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,NA,﻿alcohol dependency,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,NA,atrial fibrillation,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,NA,chronic pain,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,NA,depression,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,NA,inflammatory bowel disease,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,NA,learning disability,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,NA,liver disease,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,NA,lupus,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,NA,morbid obesity,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,NA,peripheral artery disease,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,NA,severe mental illness,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,NA,sickle-cell anaemia,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,NA,substance dependency,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
69,Soley-Bori,2024,NA,viral hepatitis,SNODMED codes grouped into UK NHS Quality and Outcomes framework groupings
70,Cho,2024,asthma,asthma,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,cancer,"cancer (breast,  colorectal, endometrial, lung, prostate)","ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,chronic kidney disease,chronic ﻿kidney disease (CKD),"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,COPD,chronic obstructive pulmonary disease (COPD),"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,dementia incl. alzheimers,Alzheimer’s disease and related disorders (ADRD) or senile dementia,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,diabetes mellitus,diabetes,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,epilepsy,NA,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,gout,NA,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,heart failure,acute myocardial infarction; heart failure,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,HIV/AIDS,NA,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,hypertension,hypertension,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,ischemic heart disease,ischemic heart disease,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,mood and anxiety disorders,depression,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,multiple sclerosis,NA,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,osteoarthritis,NA,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,osteoporosis,osteoporosis,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,parkinsons,NA,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,rheumatoid arthritis,NA,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,schizophrenia,NA,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,stroke,stroke/transient ischemic attack,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,NA,rheumatoid arthritis/osteoarthritis,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,NA,﻿acquired hypothyroidism,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,NA,anemia,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,NA,atrial fibrillation,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,NA,benign prostatic hyperplasia,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,NA,glaucoma,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,NA,hip/pelvic fracture,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
70,Cho,2024,NA,hyperlipidemia,"ICD 9/10 codes, grouped into 27 diseases by Centre for Medicare and Medicaid services (CMS) Chronic Conditions Data Warehouse (CCW)"
NA,NA,NA,NA,NA,NA
71,Beaney,2024,asthma,Asthma,Medcodes grouped to disease entiries based on CALIBER study criteria
