studyid,lead_author,year,category,method,subgroup_num,subgroup_name,subgroup_sex,subgroup_age_low,subgroup_age_high,cluster_name,asthma,cancer,CKD,COPD,dementia,DM,epilepsy,gout,HF,HIV,HTN,IHD,MAD,MS,OA,OP,PD,RA,SCZ,stroke,risk_of_bias_overall,age_bin,age_bin_2
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,108,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,118,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,126,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,140,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,189,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,203,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,204,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,218,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,248,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,257,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,262,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,268,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,271,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,274,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,277,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,291,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,297,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,303,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,315,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,343,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,346,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,351,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,360,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,363,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,369,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,374,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,375,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,378,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,379,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,382,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,383,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,384,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,386,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,390,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,394,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,397,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,398,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
72,Dervic,2024,cluster-based,hierarchical modularity community detection,2,M,M,20,79,413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Risk of Bias,16+,"Adults
(16+)"
